No,Prodi,Angkatan,Kabupaten Sekolah,Propinsi Sekolah,Jalur,Nilai Masuk,IPS 1,IPS 2,IPS 3,IPS 4,IPS 5,IPS 6,IPS 7,IPS 8,SKS 1,SKS 2,SKS 3,SKS 4,SKS 5,SKS 6,SKS 7,SKS 8,Poin,Lama TA,Tgl Masuk USD,Tgl Lulus,Lama Studi Bulan,Lama Studi
909,TI,2015,Mataram,Nusa Tenggara Barat,Jalur UNAS ,84.00,2.9,3.36,3.33,3.0,3.43,3.48,3.31,4.0,20,22,18,21,21,21,16,6,17,1,2015-09-01,2019-07-31,46,8
910,TI,2015,Pematang Siantar,Sumatera Utara,Jalur UNAS ,87.92,2.3,2.35,2.85,2.52,3.3,2.71,3.5,2.0,20,20,20,21,23,24,16,2,16,1,2015-09-01,2020-01-31,52,9
911,TI,2015,Pematang Siantar,Sumatera Utara,Jalur UNAS ,87.05,2.5,3.0,3.35,3.43,3.67,3.86,3.62,4.0,20,22,20,21,21,21,16,6,16,1,2015-09-01,2019-07-31,46,8
912,TI,2015,Pekalongan,Jawa Tengah,Gelombang  ,6.30,2.85,3.68,3.56,3.2,3.0,3.45,3.56,4.0,20,22,18,20,22,22,18,6,14,1,2015-09-01,2019-07-31,46,8
913,TI,2015,Belu,Nusa Tenggara Timur,Gelombang  ,6.20,2.8,2.91,2.94,3.05,3.48,3.33,3.38,4.0,20,22,18,21,21,24,13,6,10,1,2015-09-01,2019-07-31,46,8
914,TI,2015,Magelang,Jawa Tengah,Gelombang  ,5.90,2.7,2.95,3.05,3.36,3.26,2.65,3.06,3.0,20,22,20,22,23,20,18,6,11,1,2015-09-01,2019-07-31,46,8
915,TI,2015,Jayapura,Irian Jaya/ Papua,Gelombang  ,6.20,3.2,3.83,3.67,3.35,3.27,3.27,3.48,3.0,20,24,18,20,22,22,21,3,12,1,2015-09-01,2020-01-31,52,9
916,TI,2015,Muara EnimLiot,Sumatera Selatan,Jalur UNAS ,79.22,2.6,2.05,2.52,2.76,3.39,3.0,2.57,0.0,20,22,21,21,23,24,14,3,11,1,2015-09-01,2020-01-31,52,9
917,TI,2015,Timur Tengah Utara,Nusa Tenggara Timur,Gelombang  ,5.50,2.85,2.82,3.22,2.25,3.0,3.0,3.17,2.5,20,22,18,20,20,20,21,12,10,1,2015-09-01,2019-07-31,46,8
918,TI,2015,Pematang Siantar,Sumatera Utara,Jalur UNAS ,83.53,2.45,1.95,3.05,3.14,3.1,3.65,3.13,2.0,20,20,20,21,21,23,23,9,11,1,2015-09-01,2019-07-31,46,8
919,TI,2015,Dairi,Sumatera Utara,Jalur UNAS ,84.85,3.65,3.92,3.83,3.65,3.77,3.62,3.81,4.0,20,24,18,20,22,24,16,6,10,1,2015-09-01,2019-06-28,45,8
920,TI,2015,Sibolga,Sumatera Utara,Jalur UNAS ,88.85,3.0,3.45,3.33,3.48,3.52,3.57,3.62,4.0,20,22,18,21,21,21,16,6,13,1,2015-09-01,2019-07-31,46,8
921,MAT,2015,Paser,Kalimantan Timur,Jalur Prestasi Raport ,78.75,2.74,3.27,2.59,2.73,2.76,2.39,2.93,3.56,19,22,22,22,21,23,15,16,11,1,2015-09-01,2019-07-31,46,8
922,MAT,2015,Metro,Lampung,Jalur Prestasi Raport ,83.67,2.37,2.86,2.09,1.67,1.63,2.29,2.96,2.32,19,21,22,21,19,21,23,19,17,4,2015-09-01,2020-08-31,59,11
923,MAT,2015,Semarang,Jawa Tengah,Jalur Prestasi Raport ,79.75,3.16,3.57,3.36,3.59,3.68,4.0,4.0,4.0,19,21,22,22,19,23,12,9,12,1,2015-09-01,2019-07-31,46,8
924,MAT,2015,Malang,Jawa Timur,Jalur Prestasi Raport ,91.42,3.84,3.88,3.5,3.25,3.62,3.61,4.0,0.0,19,24,22,24,21,23,13,0,12,1,2015-09-01,2019-01-31,40,7
925,MAT,2015,Bekasi,Jawa Barat,Jalur UNAS ,82.65,3.05,2.92,2.77,2.0,2.76,2.73,3.35,3.46,19,24,22,20,21,22,17,16,14,2,2015-09-01,2020-01-31,52,9
926,MAT,2015,Tangerang,Jawa Barat,Jalur Prestasi Raport ,82.84,3.16,3.21,2.68,2.91,2.62,2.78,3.76,2.86,19,24,22,22,21,23,17,13,28,2,2015-09-01,2019-09-30,48,9
927,MAT,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,84.25,2.47,2.19,2.67,2.1,2.5,2.71,3.09,2.8,19,21,21,21,20,21,22,18,22,2,2015-09-01,2020-01-31,52,9
928,MAT,2015,Pringsewu,Lampung,Jalur Prestasi Raport ,82.75,3.11,3.04,2.21,2.43,1.8,2.81,3.6,3.31,19,24,24,21,20,21,20,16,14,1,2015-09-01,2019-07-31,46,8
929,MAT,2015,Sanggau,Kalimantan Barat,Jalur Prestasi Raport ,79.14,2.84,2.64,2.55,2.5,2.96,2.87,3.67,3.31,19,22,22,22,23,23,21,16,11,2,2015-09-01,2019-07-31,46,8
930,MAT,2015,Bantul,Daerah Istimewa Yogyakarta,Jalur UNAS ,76.60,3.05,3.46,2.71,2.57,2.36,3.24,4.0,4.0,19,24,24,21,22,21,14,9,15,1,2015-09-01,2019-07-31,46,8
931,MAT,2015,Temanggung,Jawa Tengah,Gelombang  ,7.40,3.26,3.08,2.41,2.14,2.71,2.57,3.35,2.46,19,24,22,21,21,21,17,13,12,1,2015-09-01,2019-07-31,46,8
932,MAT,2015,Kupang,Nusa Tenggara Timur,Gelombang  ,6.00,3.21,3.24,3.14,3.04,3.29,3.52,4.0,4.0,19,21,22,24,21,21,14,17,12,1,2015-09-01,2019-07-31,46,8
933,MAT,2015,Ende,Nusa Tenggara Timur,Gelombang  ,7.30,3.58,3.79,3.5,3.17,3.05,3.58,3.67,4.0,19,24,24,24,19,24,12,6,11,1,2015-09-01,2019-07-31,46,8
934,MAT,2015,Sukabumi,Jawa Barat,Gelombang  ,7.40,3.47,3.38,3.0,2.92,3.19,3.45,3.57,4.0,19,24,22,24,21,22,17,16,25,2,2015-09-01,2020-01-31,52,9
935,MAT,2015,Medan,Sumatera Utara,Gelombang  ,5.10,3.42,3.17,2.86,3.23,3.33,2.83,4.0,3.31,19,24,22,22,21,24,14,16,11,1,2015-09-01,2019-07-31,46,8
936,TE,2015,Pangkal Pinang,Bangka Belitung,Jalur Prestasi Raport ,79.79,2.67,2.43,2.43,2.73,2.79,2.96,2.82,2.7,20,21,21,22,24,27,22,14,12,3,2015-09-01,2019-11-29,50,9
937,TE,2015,Sanggau,Kalimantan Barat,Gelombang  ,5.70,2.33,2.14,2.11,2.36,2.95,2.86,3.09,2.75,20,21,18,22,22,22,22,16,20,3,2015-09-01,2020-01-31,52,9
938,TE,2015,Probolinggo,Jawa Timur,Gelombang  ,6.80,3.11,3.05,3.28,3.18,3.61,4.0,3.41,0.0,20,21,18,22,23,25,22,4,31,3,2015-09-01,2019-11-29,50,9
939,TE,2015,OKU Timur (Ogan Komering Ulu Timur),Sumatera Selatan,Jalur Prestasi Raport ,71.50,2.5,2.9,2.5,2.64,3.41,3.46,3.5,0.0,20,21,18,22,22,24,22,4,34,3,2015-09-01,2020-01-31,52,9
940,TE,2015,Bontang,Kalimantan Timur,Jalur Prestasi Raport ,74.38,2.33,2.0,2.8,2.74,2.4,2.83,3.05,3.4,20,21,20,23,20,24,22,9,16,3,2015-09-01,2020-01-31,52,9
941,TE,2015,Bengkalis,Riau,Jalur Prestasi Raport ,80.33,2.11,2.62,2.95,2.36,3.05,2.96,3.0,2.4,20,21,20,22,20,24,22,9,22,3,2015-09-01,2019-11-29,50,9
942,TE,2015,Pangkal Pinang,Bangka Belitung,Jalur Prestasi Raport ,78.79,2.17,1.9,1.95,2.43,2.3,2.24,2.68,1.5,20,21,20,21,20,21,19,10,12,2,2015-09-01,2020-07-30,58,10
943,TE,2015,Kapuas,Kalimantan Tengah,Jalur Prestasi Raport ,82.08,2.72,2.57,2.44,3.09,2.87,3.45,3.55,3.0,20,21,18,22,23,22,22,4,20,2,2015-09-01,2019-07-31,46,8
944,TE,2015,Sintang,Kalimantan Barat,Jalur Prestasi Raport ,81.67,2.5,2.57,2.72,2.64,2.7,2.91,3.0,0.0,20,21,18,22,20,22,22,4,27,3,2015-09-01,2019-11-29,50,9
945,TE,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,90.59,3.17,2.62,2.73,3.39,3.21,3.35,3.52,0.0,20,21,22,23,24,23,23,0,14,1,2015-09-01,2019-01-31,40,7
946,TE,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,78.75,3.11,2.76,2.44,2.55,2.6,2.77,2.45,2.25,20,21,18,22,20,22,22,20,20,2,2015-09-01,2020-07-30,58,10
947,TE,2015,Sukabumi,Jawa Barat,Jalur Prestasi Raport ,85.67,3.78,3.76,3.8,3.64,4.0,3.91,3.79,4.0,20,21,20,22,20,22,19,4,16,2,2015-09-01,2019-07-31,46,8
948,TE,2015,Samarinda,Kalimantan Timur,Jalur Prestasi Raport ,83.25,3.22,2.9,3.05,3.18,3.15,3.59,3.27,3.14,20,21,20,22,20,22,22,11,22,3,2015-09-01,2020-01-31,52,9
949,TE,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,83.84,3.67,4.0,3.9,4.0,3.74,3.86,3.79,0.0,20,21,20,22,23,22,19,4,15,3,2015-09-01,2019-11-29,50,9
950,TE,2015,Klaten,Jawa Tengah,Jalur Prestasi Raport ,80.25,2.83,2.86,2.5,2.73,2.64,3.18,3.63,3.0,20,21,20,22,22,22,19,4,13,2,2015-09-01,2019-07-31,46,8
951,TE,2015,Banjarmasin,Kalimantan Selatan,Gelombang  ,4.80,3.11,2.29,2.17,3.09,2.52,3.05,3.27,2.62,20,21,18,22,23,22,22,17,22,3,2015-09-01,2020-01-31,52,9
952,TE,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,79.50,2.44,2.95,3.14,3.18,2.65,3.05,2.89,0.0,20,21,22,22,23,22,19,4,11,5,2015-09-01,2020-08-31,59,11
953,TE,2015,Pati,Jawa Tengah,Jalur UNAS ,86.70,3.67,3.33,3.5,3.82,3.74,4.0,3.26,0.0,20,21,18,22,23,22,19,4,15,3,2015-09-01,2020-01-31,52,9
954,TE,2015,Metro,Lampung,Jalur Kerjasama ,4.95,2.61,3.05,3.17,3.36,3.14,3.23,3.23,3.5,20,21,23,22,22,24,22,12,14,2,2015-09-01,2019-07-31,46,8
955,TE,2015,Kota Waringin Barat,Kalimantan Tengah,Gelombang  ,7.60,3.56,3.62,3.5,3.82,3.85,3.86,3.41,0.0,20,21,18,22,20,22,22,4,20,3,2015-09-01,2019-11-29,50,9
956,TE,2015,Klaten,Jawa Tengah,Jalur UNAS ,74.12,2.83,2.81,3.45,3.45,3.45,4.0,3.42,4.0,20,21,20,22,20,22,19,4,14,2,2015-09-01,2019-07-31,46,8
957,TE,2015,Flores Timur,Nusa Tenggara Timur,Gelombang  ,4.45,2.11,1.89,2.29,2.82,2.78,3.23,3.36,3.0,20,18,21,22,23,22,22,9,11,3,2015-09-01,2019-12-31,51,9
958,TE,2015,Pringsewu,Lampung,Jalur Prestasi Raport ,75.67,2.22,2.62,2.85,2.64,2.13,3.21,3.71,0.0,20,21,20,22,23,24,24,4,21,3,2015-09-01,2020-01-31,52,9
959,TE,2015,Purworejo,Jawa Tengah,Gelombang  ,7.05,3.28,3.33,3.25,3.09,3.0,3.86,3.26,4.0,20,21,20,22,20,22,19,6,21,3,2015-09-01,2019-11-29,50,9
960,TE,2015,Boyolali,Jawa Tengah,Gelombang  ,5.05,3.39,3.48,3.55,3.45,3.2,3.32,3.26,0.0,20,21,20,22,20,22,19,4,16,3,2015-09-01,2020-01-31,52,9
961,TE,2015,Sintang,Kalimantan Barat,Gelombang  ,4.10,1.83,2.29,2.0,2.73,2.39,2.83,2.88,3.0,20,21,20,22,23,24,24,14,17,3,2015-09-01,2020-01-31,52,9
962,TE,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,82.78,3.22,3.48,3.25,3.27,2.74,3.29,3.23,2.4,20,21,20,22,23,24,22,9,24,3,2015-09-01,2020-01-31,52,9
963,TE,2015,Pangkal Pinang,Bangka Belitung,Gelombang  ,5.00,2.11,1.9,2.2,2.35,2.39,2.79,3.11,2.4,20,21,20,23,23,24,19,9,28,3,2015-09-01,2020-01-31,52,9
964,TE,2015,Tasikmalaya,Jawa Barat,Jalur UNAS ,85.72,3.72,3.14,3.35,3.09,3.15,3.76,3.14,3.0,20,21,20,22,20,21,22,6,23,3,2015-09-01,2020-01-31,52,9
965,TE,2015,Madiun,Jawa Timur,Gelombang  ,5.85,3.17,3.26,3.3,3.65,3.57,0.0,0.0,0.0,26,23,23,17,7,0,0,0,19,3,2015-09-01,2018-03-28,30,6
966,TE,2015,Bantul,Daerah Istimewa Yogyakarta,Jalur UNAS ,81.30,2.72,2.43,2.33,2.73,2.41,3.05,3.29,2.6,20,21,18,22,22,22,24,9,18,3,2015-09-01,2020-01-31,52,9
967,TE,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Gelombang  ,6.15,3.5,3.48,3.55,3.55,3.35,3.73,3.47,3.0,20,21,20,22,20,22,19,7,18,3,2015-09-01,2019-12-31,51,9
968,TE,2015,Bekasi,Jawa Barat,Gelombang  ,8.35,3.04,2.92,2.87,3.18,3.25,0.0,0.0,0.0,27,24,23,17,8,0,0,0,10,2,2015-09-01,2018-01-31,28,5
969,TE,2015,Tanjung Jabung Timur,Jambi,Gelombang  ,6.65,3.56,3.67,3.9,3.55,3.7,4.0,3.84,0.0,20,21,20,22,20,22,19,4,17,3,2015-09-01,2019-11-29,50,9
970,TE,2015,Jayawijaya,Irian Jaya/ Papua,Gelombang  ,6.15,3.5,3.29,3.2,3.27,3.39,3.73,3.84,4.0,20,21,20,22,23,22,19,6,13,2,2015-09-01,2019-07-31,46,8
971,TE,2015,Gunung Kidul,Daerah Istimewa Yogyakarta,Gelombang  ,6.05,2.56,2.57,2.33,2.91,2.74,3.17,3.55,2.6,20,21,18,22,23,24,22,9,12,3,2015-09-01,2020-01-31,52,9
972,TE,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Gelombang  ,7.40,2.94,2.62,2.67,2.82,2.64,3.45,3.0,2.0,20,21,18,22,22,22,22,6,10,3,2015-09-01,2020-01-31,52,9
973,TE,2015,Gunung Kidul,Daerah Istimewa Yogyakarta,Gelombang  ,7.05,3.5,3.19,3.75,3.73,3.43,3.86,3.58,4.0,20,21,20,22,23,22,19,4,13,2,2015-09-01,2019-07-31,46,8
974,TE,2015,Klaten,Jawa Tengah,Gelombang  ,6.35,3.14,3.0,3.19,3.6,3.57,0.0,0.0,0.0,24,23,21,20,7,0,0,0,18,3,2015-09-01,2018-03-28,30,6
975,TE,2015,Rejang Lebong,Bengkulu,Jalur UNAS ,76.12,2.83,2.9,2.9,3.0,2.78,3.33,3.32,1.2,20,21,20,22,23,24,19,9,15,3,2015-09-01,2020-01-31,52,9
976,TE,2015,Pekan Baru,Riau,Jalur UNAS ,82.10,3.89,3.76,3.55,3.82,3.52,3.86,3.26,0.0,20,21,20,22,23,22,19,4,16,3,2015-09-01,2019-11-29,50,9
977,TE,2015,Metro,Lampung,Jalur UNAS ,74.98,3.72,3.86,3.9,3.91,4.0,3.86,4.0,4.0,20,21,20,22,23,22,19,4,13,2,2015-09-01,2019-07-31,46,8
978,TM,2015,Magelang,Jawa Tengah,Jalur Kerjasama ,7.05,2.5,2.83,3.18,2.42,2.95,2.91,3.29,3.06,20,25,22,24,22,23,14,17,11,1,2015-09-01,2019-07-31,46,8
979,TM,2015,Pontianak,Kalimantan Barat,Jalur Kerjasama ,4.90,3.15,3.0,3.7,3.09,2.64,3.35,3.59,0.0,20,25,20,22,22,23,17,0,16,1,2015-09-01,2019-01-31,40,7
980,TM,2015,Bekasi,Jawa Barat,Jalur Prestasi Raport ,79.75,3.2,3.26,3.54,3.21,3.0,3.61,3.5,3.67,20,25,24,24,20,23,12,12,20,1,2015-09-01,2019-07-31,46,8
981,TM,2015,Magelang,Jawa Tengah,Jalur Prestasi Raport ,75.13,2.55,2.61,3.0,2.58,2.5,2.87,2.44,3.0,20,25,22,24,22,23,16,6,13,2,2015-09-01,2019-06-28,45,8
982,TM,2015,Magelang,Jawa Tengah,Jalur Prestasi Raport ,80.00,2.85,2.48,3.0,2.71,2.55,3.0,2.57,3.0,20,25,22,24,20,23,14,6,11,2,2015-09-01,2019-06-28,45,8
983,TM,2015,Sintang,Kalimantan Barat,Gelombang  ,7.45,3.7,3.57,3.5,3.17,3.27,3.89,3.83,0.0,20,23,24,24,22,19,12,0,12,2,2015-09-01,2019-02-28,41,8
984,TM,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,81.42,4.0,3.7,3.92,3.67,3.64,3.9,4.0,0.0,20,25,24,24,22,21,12,0,33,1,2015-09-01,2019-01-31,40,7
985,TM,2015,Temanggung,Jawa Tengah,Jalur Prestasi Raport ,82.00,3.55,3.0,3.58,3.54,3.5,3.7,4.0,0.0,20,25,24,24,20,23,12,0,24,1,2015-09-01,2019-01-31,40,7
986,TM,2015,Klaten,Jawa Tengah,Gelombang  ,5.65,2.6,2.81,3.36,2.58,2.14,3.0,3.12,3.17,20,21,22,24,22,19,20,12,20,2,2015-09-01,2019-07-31,46,8
987,TM,2015,Magelang,Jawa Tengah,Jalur Prestasi Raport ,80.63,2.8,2.91,3.68,2.62,2.3,3.0,2.36,3.67,20,25,22,24,20,23,14,6,18,2,2015-09-01,2019-07-31,46,8
988,TM,2015,Magelang,Jawa Tengah,Jalur Prestasi Raport ,77.63,2.85,2.91,3.1,2.46,2.41,2.78,2.21,3.67,20,25,20,24,22,23,14,6,12,2,2015-09-01,2019-07-31,46,8
989,TM,2015,Klaten,Jawa Tengah,Jalur Kerjasama ,5.65,3.4,3.22,3.04,3.08,3.05,3.35,3.89,0.0,20,23,24,24,22,23,18,0,26,1,2015-09-01,2019-01-31,40,7
990,TM,2015,Tangerang Selatan,Banten,Jalur Prestasi Raport ,74.00,3.4,3.26,3.3,3.0,3.5,3.1,3.86,0.0,20,25,23,24,20,21,14,0,15,1,2015-09-01,2019-01-31,40,7
991,TM,2015,Sleman,Daerah Istimewa Yogyakarta,Gelombang  ,6.85,2.6,2.89,2.5,2.12,2.05,2.1,1.95,1.78,20,23,24,24,22,21,20,18,11,2,2015-09-01,2020-01-31,52,9
992,TM,2015,Bantul,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,80.00,3.9,3.0,3.58,3.5,3.91,4.0,4.0,0.0,20,25,24,24,22,21,10,0,11,1,2015-09-01,2019-01-31,40,7
993,TM,2015,Bekasi,Jawa Barat,Jalur Prestasi Raport ,89.63,4.0,4.0,3.75,3.75,4.0,4.0,4.0,4.0,20,25,24,24,20,21,12,4,23,2,2015-09-01,2019-06-28,45,8
994,TM,2015,Wonosobo,Jawa Tengah,Gelombang  ,6.65,3.55,3.7,3.54,3.46,3.41,4.0,3.83,0.0,20,25,24,24,22,19,12,0,24,1,2015-09-01,2019-01-31,40,7
995,TM,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,81.08,2.6,2.7,3.5,2.62,2.68,2.95,3.0,3.0,20,25,22,24,22,21,14,10,12,1,2015-09-01,2019-07-31,46,8
996,TM,2015,Banyuwangi,Jawa Timur,Jalur Prestasi Raport ,79.25,2.7,2.91,3.45,2.32,2.35,2.13,2.88,2.4,20,25,22,22,20,23,16,14,10,2,2015-09-01,2020-01-31,52,9
997,TM,2015,Labuhan Batu,Sumatera Utara,Jalur Prestasi Raport ,81.58,4.0,3.86,4.0,3.38,3.18,4.0,2.73,4.0,20,23,21,24,22,21,15,4,17,2,2015-09-01,2019-06-28,45,8
998,TM,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,143.09,3.65,3.0,3.45,2.79,2.64,3.29,3.8,3.5,20,25,22,24,22,21,14,8,23,2,2015-09-01,2019-07-31,46,8
999,TM,2015,Banten,Banten,Gelombang  ,5.90,3.8,3.17,3.5,2.5,3.0,2.83,3.71,0.0,20,25,24,24,20,23,14,0,16,1,2015-09-01,2019-01-31,40,7
1000,TM,2015,Magelang,Jawa Tengah,Jalur Prestasi Raport ,78.00,3.4,3.17,3.67,2.42,3.32,3.43,2.5,3.67,20,25,24,24,22,21,14,6,17,2,2015-09-01,2019-07-31,46,8
1001,TM,2015,Bekasi,Jawa Barat,Gelombang  ,6.40,2.5,2.57,2.55,2.25,2.68,2.38,1.95,2.45,20,25,22,24,22,21,22,11,13,2,2015-09-01,2019-07-31,46,8
1002,TM,2015,Klaten,Jawa Tengah,Jalur UNAS ,70.02,3.2,3.0,3.18,2.64,2.35,2.96,3.67,2.5,20,21,22,22,20,23,16,8,11,3,2015-09-01,2019-10-31,49,9
1003,TM,2015,Klaten,Jawa Tengah,Jalur UNAS ,74.44,3.3,3.14,3.27,2.64,2.4,2.96,3.5,0.0,20,25,22,22,20,23,16,4,12,3,2015-09-01,2019-10-31,49,9
1004,TM,2015,Klaten,Jawa Tengah,Jalur Prestasi Raport ,78.25,3.2,2.81,3.18,2.77,2.68,3.11,3.08,3.0,20,21,22,22,22,19,12,10,11,2,2015-09-01,2019-10-31,49,9
1005,TM,2015,Palangka Raya,Kalimantan Tengah,Jalur Prestasi Raport ,80.38,3.3,2.71,3.26,3.09,2.55,2.62,2.64,3.0,20,21,19,22,22,21,14,8,11,2,2015-09-01,2020-01-31,52,9
1006,TM,2015,Klaten,Jawa Tengah,Gelombang  ,5.00,3.3,3.1,3.32,3.0,2.75,2.91,3.5,0.0,20,25,22,22,20,23,16,4,13,3,2015-09-01,2019-10-31,49,9
1007,TM,2015,Indramayu,Jawa Barat,Jalur Prestasi Raport ,79.25,2.8,2.81,3.18,3.12,2.64,3.22,3.86,0.0,20,23,22,24,22,23,14,0,17,1,2015-09-01,2019-01-31,40,7
1008,TM,2015,Kediri,Jawa Timur,Gelombang  ,4.85,2.95,2.81,3.18,3.09,2.65,2.96,3.47,0.0,20,21,22,22,20,23,17,4,12,2,2015-09-01,2019-12-31,51,9
1009,TM,2015,Barito Utara,Kalimantan Tengah,Jalur Prestasi Raport ,82.59,3.3,2.81,3.59,3.23,2.71,3.16,3.3,3.14,20,23,22,22,24,19,10,11,23,2,2015-09-01,2019-12-31,51,9
1010,TM,2015,Rejang Lebong,Bengkulu,Jalur Prestasi Raport ,78.09,3.65,2.62,2.91,2.64,2.45,2.62,3.33,3.0,20,21,22,22,22,21,12,6,10,2,2015-09-01,2020-01-31,52,9
1011,TM,2015,Wonosobo,Jawa Tengah,Gelombang  ,7.40,3.1,2.62,2.91,2.86,1.78,2.52,2.88,3.0,20,21,22,22,18,21,16,12,13,2,2015-09-01,2019-12-31,51,9
1012,TM,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,82.09,3.3,3.29,3.27,3.12,3.25,3.26,3.43,2.0,20,25,22,24,20,19,14,6,12,2,2015-09-01,2020-01-31,52,9
1013,TM,2015,Klaten,Jawa Tengah,Jalur Prestasi Raport ,75.00,3.3,3.1,3.77,2.68,2.79,3.0,3.4,0.0,20,21,22,22,24,21,14,4,13,3,2015-09-01,2019-10-31,49,9
1014,TM,2015,Dumai,Riau,Jalur Prestasi Raport ,80.42,3.25,2.71,2.55,3.0,3.0,3.37,3.25,3.33,20,21,22,20,20,19,20,6,12,2,2015-09-01,2019-07-31,46,8
1015,TM,2015,Kulonprogo,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,76.84,2.5,2.71,3.77,3.46,3.05,3.52,3.83,4.0,20,25,22,24,22,21,16,4,12,2,2015-09-01,2019-07-31,46,8
1016,TM,2015,Kebumen,Jawa Tengah,Jalur Prestasi Raport ,79.67,3.9,3.65,3.29,3.91,3.55,3.81,4.0,0.0,20,27,24,22,22,21,12,0,29,1,2015-09-01,2019-01-31,40,7
1017,TM,2015,Klaten,Jawa Tengah,Jalur UNAS ,70.78,3.2,3.14,3.75,3.32,2.79,3.42,3.6,0.0,20,21,24,22,24,19,14,4,15,3,2015-09-01,2019-10-31,49,9
1018,TM,2015,Bengkalis,Riau,Jalur Prestasi Raport ,82.25,3.15,3.24,3.0,3.14,2.82,3.22,3.86,0.0,20,21,22,22,22,23,14,0,13,1,2015-09-01,2019-01-31,40,7
1019,TM,2015,Wonogiri,Jawa Tengah,Gelombang  ,6.30,3.7,3.65,3.54,3.73,3.59,4.0,4.0,0.0,20,23,24,22,22,21,12,0,15,1,2015-09-01,2019-01-31,40,7
1020,TM,2015,Klaten,Jawa Tengah,Jalur UNAS ,78.37,3.55,3.0,3.27,2.95,2.59,3.32,3.25,3.0,20,21,22,22,22,19,12,6,13,2,2015-09-01,2020-01-31,52,9
1021,TM,2015,Sleman,Daerah Istimewa Yogyakarta,Gelombang  ,4.70,3.6,3.52,3.82,3.38,3.32,3.84,3.83,4.0,20,23,22,24,22,19,16,4,18,2,2015-09-01,2019-07-31,46,8
1022,TM,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Gelombang  ,8.25,3.35,3.83,3.0,3.27,2.95,3.3,3.0,0.0,20,27,24,22,20,23,21,0,15,1,2015-09-01,2019-01-31,40,7
1023,TM,2015,Klaten,Jawa Tengah,Gelombang  ,5.30,3.45,3.43,3.12,3.29,3.17,3.71,3.67,0.0,20,23,24,24,24,19,12,0,15,1,2015-09-01,2019-01-31,40,7
1024,TM,2015,Tanah Bumbu,Kalimantan Selatan,Jalur UNAS ,70.27,3.9,3.78,3.71,3.91,3.86,3.76,4.0,0.0,20,27,24,22,22,21,12,0,25,1,2015-09-01,2019-01-31,40,7
1025,TM,2015,Bantul,Daerah Istimewa Yogyakarta,Gelombang  ,7.30,3.55,2.43,3.0,2.96,2.32,2.65,2.33,3.2,20,27,22,24,22,23,12,14,14,3,2015-09-01,2020-06-30,57,10
1026,TM,2015,Sleman,Daerah Istimewa Yogyakarta,Jalur Prestasi Raport ,79.59,3.9,3.78,3.88,3.67,3.82,3.84,3.7,4.0,20,25,24,24,22,19,14,4,18,2,2015-09-01,2019-07-31,46,8
1027,TM,2015,Bekasi,Jawa Barat,Jalur UNAS ,79.90,3.1,3.22,3.58,2.79,3.35,3.1,2.47,4.0,20,25,24,24,23,21,15,4,14,2,2015-09-01,2019-06-28,45,8
1028,TM,2015,Kota Sorong,Papua Barat,Gelombang  ,5.80,3.9,3.52,3.5,3.38,3.55,3.86,3.75,0.0,20,25,24,24,20,21,12,0,14,1,2015-09-01,2019-01-31,40,7
1029,TM,2015,Wonogiri,Jawa Tengah,Jalur UNAS ,83.65,3.2,3.3,3.62,3.05,3.05,4.0,2.94,4.0,20,25,24,22,21,19,17,4,12,2,2015-09-01,2019-06-28,45,8
1030,TM,2015,Sikka,Nusa Tenggara Timur,Gelombang  ,4.60,3.0,2.83,2.95,2.32,2.43,3.0,3.0,3.31,20,23,22,22,21,23,24,13,14,2,2015-09-01,2019-07-31,46,8
1031,TM,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Jalur UNAS ,70.08,3.3,3.0,3.25,2.62,3.05,3.63,3.45,4.0,20,25,24,24,21,19,15,4,29,2,2015-09-01,2019-06-28,45,8
1032,TM,2015,Yogyakarta,Daerah Istimewa Yogyakarta,Gelombang  ,4.45,2.45,2.58,2.0,1.8,1.85,2.32,2.18,1.33,20,21,24,20,20,19,22,16,11,2,2015-09-01,2020-01-31,52,9
1033,TM,2015,Sukabumi,Jawa Barat,Gelombang  ,5.00,3.1,2.83,2.82,3.05,2.95,4.0,3.05,4.0,20,25,22,22,21,19,19,4,24,2,2015-09-01,2019-06-28,45,8
